,6m,3m,1m
AAL,-23.626002684350293,-20.59233341569712,14.522619861288788
AAPL,-13.843425677923987,-17.130140634574325,-5.688257010523748
ABNB,-8.808478313310932,-7.45574324710383,5.410274576857078
ACAD,35.42925259152621,14.285710115126976,53.42465091275122
ACGL,-6.376171706062586,0.8287553683311571,3.308336998129419
ACHC,-43.11078008218722,-24.116076226254048,-2.777776192848926
ACLX,-28.72162293709406,-1.6815800026529861,-1.87836406979058
ACVA,-28.048775625013917,2.8642652996146705,12.45746037885606
ADBE,-20.449943239526373,-5.90797241115172,10.045864261156499
ADI,-2.816248738947897,-5.951792768095864,10.52226282552038
ADMA,-6.404285253724905,22.605247478203392,-15.567227069220891
ADP,7.291046157717488,3.178706518143832,7.609780284609405
ADSK,-6.841167569864889,8.508084248150286,8.492254711001596
AEP,6.236193579596736,-2.638508351278321,-4.69645272935808
AFRM,-25.133382391753077,-19.064696907294472,4.3408358526358475
AGNC,0.1595472245235249,-10.846733242504305,2.6047621505993246
AKAM,-19.679839518296923,-5.782103244771647,-5.665180364449863
AKRO,49.7639318397539,-3.135173319049963,4.319230858014979
ALAB,-8.691637370056428,31.786151607103513,50.02756908860331
ALGM,16.30093776124078,16.45740000831365,36.1824841581041
ALHC,19.652941069163553,-5.51306433557618,-16.337469617775717
ALKS,3.7806494547945393,-11.243816812757823,5.908928844427844
AMAT,-7.396891515684636,2.0226811423108235,7.005018314181497
AMD,-19.914265134668298,13.183457675808036,16.101698302465568
AMGN,-2.445278193966369,-7.643861003737527,-2.202562099714912
AMKR,-29.34784974397741,-11.588962049430437,6.446991122139606
AMZN,2.544055635462108,-2.6874891011216087,12.013338574594771
APA,-21.956411414079465,-15.430675355914063,10.833329088643904
APLS,-45.56565050989149,-30.9343892536867,-9.578335934052799
APP,20.91117302031784,18.628361580565883,43.48520921272557
ARCC,4.2775283739702745,-4.010523202717354,6.195061019462157
ARM,-6.582898444713322,-0.9150290900714633,14.410343813086326
ARWR,-11.28260104277861,-11.845583232115757,20.01439643093747
ASML,10.832891723161694,6.7604761615718045,12.962515472797248
ASO,-16.934236921331106,-17.348138166306565,8.492570958126814
ASTS,-0.743487834093279,-11.361120820226029,3.53296697336549
ATAT,23.68827653905999,4.395969811347005,31.17839882456131
AUR,-2.7891426024072516,-13.753780836590135,-13.396404489645915
AVDX,-15.487489669214078,28.881581568486837,20.47970403955555
AVGO,47.50402224150581,21.579742471747828,25.596196330438442
AVPT,1.5642143696636504,23.862112988706237,13.18042036096368
AZN,7.813482410414076,-7.387478442530317,-1.6854702173585672
BBIO,21.791103449915894,-5.114612519682853,-13.673093974011529
BCRX,48.55571140398372,25.4355472866857,22.03389520014121
BGC,-4.569366403381108,-5.9188770870818574,2.592984149133298
BIDU,2.3285388827804923,-2.1457441214829105,-3.672282492972
BIIB,-17.23269166815928,-6.505337643877891,8.490253240696807
BILI,3.7248580534298257,-6.219269322313597,9.000004359654017
BKR,-13.670387253723135,-16.092947513250433,5.689701165279739
BMRN,-10.308796508365024,-17.95953054566679,-8.337254942830151
BRKR,-36.361502591144294,-20.688831098418632,-6.6150809661372785
BSY,-2.5520570794066004,10.012774053317832,12.153985275925764
BTDR,19.059208402358056,19.252638544043833,53.39603733859286
BTSG,22.91118521116293,21.317419899521905,33.428399734559754
BULL,11.067704582173112,9.546230667683048,-7.88337105805185
BZ,39.55695340599416,10.249996185302734,15.294112220538366
CAKE,16.34594979272032,5.019294331642198,12.044952078345537
CAR,9.043290311615303,50.17086231854599,28.090256983680113
CART,5.318961520630506,11.778047192511867,15.140637916083161
CCCS,-31.907375615490487,-14.867511796221782,-6.317494856235145
CCEP,16.56456866099924,5.591869951973966,0.37861553240297896
CDNS,-6.552706636202819,16.53493550009356,-1.9547178738265072
CDW,1.0732333554413904,2.509873944814512,13.77217032369986
CEG,22.441834493724443,21.652579206183685,36.155142181161054
CELH,20.639666389016543,39.7053328323295,2.6610460258076936
CFLT,-27.334779990912427,-26.212979693827876,-1.6379647139693945
CG,-14.816232006535996,-7.665197707980307,19.09850751137652
CGNX,-25.52003243271085,-5.923854075505831,13.029210306276553
CHA,,,-9.241567827967984
CHRW,-9.964980739514456,-5.276284997785858,7.206904524995374
CHTR,2.3798980069791886,8.26525488560756,0.44914250788989935
CHX,-20.27746483658755,-17.569027574806604,1.4504782165048662
CLBT,-15.467729311445227,-8.954734895488905,-14.613441458181937
CLSK,-40.23411014306965,11.827292560313635,9.363529206596672
CMCSA,-19.738187773973397,-4.169431869165315,-0.36549706786982067
CME,29.02603752050484,13.245878752846505,3.2084650928474336
COIN,-19.7296796690394,16.232260825800417,23.52506080690258
COLB,-24.083218929300447,-11.335573629581045,5.709191268018468
COO,-21.73828301223691,-11.329938232967004,-1.8733914700620757
CORT,31.763510736469875,28.39220275398717,8.20812708865032
CORZ,-40.198234707298354,-2.956091329869798,33.70493270944983
COST,5.403873308915803,-3.5201395028694953,1.7292535479391664
CPRT,-19.262743183210784,-6.076638800581198,-15.664423643797901
CRDO,36.201404346728836,16.183400246081845,48.919864684134645
CROX,-2.7872492028959224,5.960628278381183,9.422318250363467
CRSP,-27.857143830279885,-17.213109912967226,-5.973616932955632
CRWD,27.158496898481555,18.68039004794579,7.829882591965452
CRWV,,,189.03148898720895
CSCO,8.548797194334352,-1.2166394961913414,8.972805034211023
CSGP,-7.561036107526187,-2.675411036757172,0.0539313961370596
CSX,-13.525211496298336,-1.79631017101309,11.987886739231532
CTAS,0.735922728831713,8.491907187873487,6.34953808299478
CTSH,0.6514124308862533,-2.9426904906000604,9.93320918513457
CYTK,-38.34825961744014,-32.6521749081819,-27.684408422288765
CZR,-30.847281849046364,-17.941001724307405,0.739101134097114
DASH,14.383022685073088,3.235233869159499,6.2056100671777505
DBX,0.15778427619798813,9.94996550180376,0.052543948854461744
DDOG,-24.682374038763538,1.2183596154130654,15.475721409412593
DJT,-30.92715255613249,-11.867633805846634,-13.447841089728701
DKNG,-17.011624713276706,-18.63884889032841,7.194353835678569
DLO,0.500844494253526,19.380917020615264,28.890913881319342
DLTR,28.045285235273564,22.63244266488068,9.269906007385686
DOCU,-0.08186141161907418,2.7293547221797705,4.513764454319572
DXCM,9.745597977676253,-3.343896955088621,19.662376298896987
EA,-12.6742750262498,10.722507840432874,-1.4646726310823561
EBAY,12.821047241470538,12.781220034804019,6.638781768434457
ENPH,-45.862886493373004,-32.09489087424368,-12.693428634320417
ENTG,-32.81645229773633,-28.37667642145264,-8.487112909731595
ERIC,6.216963015681016,5.185726241032147,3.501211652511624
ETOR,,,
ETSY,-5.280169918453995,3.027941186443166,21.297153251428472
EVRG,4.68690025986953,-2.027903203207275,-3.2891499945065945
EXAS,4.5339137244701,21.57772532200237,26.29272603084589
EXC,13.711305419631254,-0.2600779328210375,-6.002038277903822
EXE,18.318501916369375,18.306549904620233,11.937134048658253
EXEL,17.26222813336005,10.261052886061623,8.96551260467519
EXLS,-1.5180651646857075,-4.932919199201756,-4.991745445123163
EXPD,-7.229842909938335,-3.834355808279609,2.6840113274049284
EXPE,-10.307593050056232,-16.596394532012766,4.9894871576471305
EXTR,-2.516670794050414,4.045313665955598,22.150463140777113
FA,-14.353944845881623,13.870319545280948,20.815598486079264
FANG,-22.25827540282765,-12.188431066249477,4.997423084784002
FAST,-0.7768818130417249,9.101806705759593,1.4943794815743106
FITB,-20.02127321183392,-11.6490649220857,5.843078378021229
FIVE,26.23075932670781,33.08781240873746,52.37844290379845
FIVN,-34.391021821147774,-25.74586023687162,6.9212403077249895
FLEX,2.0331119811960594,10.596462006661676,22.029698873309062
FOX,14.405488867985456,-7.515000479031028,7.5908265443851635
FOXA,18.3853906760865,-5.291676429663798,9.037959263416372
FRPT,-48.12839125320555,-25.035035480284755,9.103888511661177
FRSH,-8.328272192667017,-11.606093811369028,2.09884533740441
FSLR,-18.914012983818814,14.811289846193013,24.264827915070562
FTAI,-28.974193012437755,-7.149390596438492,11.244216648012785
FTNT,9.32130589471485,-5.749466680539577,-1.8889736354277427
FUTU,32.5900748195101,-0.3480216817619534,17.87455360891612
FYBR,4.601489372382796,1.3753790186148527,0.6482775457974138
GBDC,4.513891577363029,-0.5890062445072447,6.075418324719186
GDS,32.4960028250373,-34.84887933616045,-1.6659983506465013
GEHC,-13.69894955978293,-18.366107628440208,1.3365488234590912
GEN,-7.7629318097237565,2.879602675363704,8.685716342174397
GFS,-17.41935861658627,-4.2558718245991,5.845449828626872
GGAL,4.683845014294978,1.5553991098595457,-3.7913921484690243
GH,8.135585110957038,-10.035253899709948,-18.949821828678495
GILD,24.216793508831863,-2.4872002503492308,3.8952520088387543
GLBE,-38.44675091119712,-24.87094964751641,-10.832635494786208
GLNG,2.246269574540954,9.980084102716964,-1.5996154253764512
GLPI,-7.048566248972546,-6.356229598659921,-3.3848702700065965
GMAB,2.525250579177075,-6.018517428355849,0.7801461867771408
GNTX,-29.56498844788542,-10.376779529405008,-0.5013839661693461
GOOG,2.1559841712280297,0.38714658438005545,7.3342054176905025
GOOGL,2.5585511717988485,0.8589231258374728,8.025815410742476
GRAB,-4.961082572519837,0.7216561842781968,0.10246135909139854
GT,12.537013719070897,20.634919033048902,4.7794071564316
GTLB,-29.99849757145703,-22.83673843062047,-0.4499659153884257
GTM,-12.609295116608083,-18.56775291754005,10.922890421823721
GTX,29.047413427772295,11.231884630284354,16.540125535394505
HALO,14.459091263936335,-7.523247080547443,-10.94105764627582
HAS,6.056029983662624,4.818074942141179,9.068379583917217
HBAN,-12.44475159083996,-4.133269734246002,7.536134116672111
HOLX,-20.95196428911471,-0.5757972350274786,8.29037920908742
HON,-1.4664005836957805,6.16229265324956,7.36765220178941
HOOD,70.3038353582641,28.662676741934735,31.256359770611713
HSAI,334.7368340743215,15.298714653613343,9.782031923602217
HSIC,-4.800094761771052,1.3601296309960837,12.59289260320996
HST,-13.415512561839252,-2.79132063788765,9.490086143402495
HTHT,5.069738454896642,2.9618955341272324,4.526866708757571
HTZ,45.52401905849439,59.83213045349615,-2.2727302918907553
IBB,-11.352842658153698,-9.530601240647165,-2.1488396123848132
IBKR,9.986500702118885,2.5048975190133924,21.920277469326592
IBRX,-49.305553847309554,-22.340422602371433,1.7928317316702418
ICLR,-39.63830981100882,-31.14409357117729,-13.602750773519029
IEF,1.5952378389185995,-0.12003972670239205,-1.5006699433617603
IEP,-16.983698918454085,-8.015629294723828,1.932517718677557
ILMN,-41.48936362089285,-5.172409790833017,8.440725748135394
IMVT,-43.863887654680376,-26.72330103155153,-6.532503878767737
INCY,-10.07888516193733,-10.054420938297195,5.505906114492179
INSM,-6.9712424637971875,-15.481299236723778,-4.270829094780816
INTC,-18.797752258352087,-14.896754806590987,0.47263339080367606
INTR,31.06763319831099,36.100744301862825,10.196377679814072
INTU,19.096647318539045,22.923815841635438,20.043990215231446
IONS,-5.485052862496834,0.9792129448234304,9.13383389384086
IREN,-15.953890533211135,6.179612988766781,43.19475738237165
ISRG,3.757345007613042,-2.8683593720881446,7.931375561821054
JAZZ,-12.337941322505328,-24.058383978026836,-6.8065993480442275
JD,-1.6608320683769477,-19.005142890938114,1.057637130594446
KC,70.35971910105422,-27.49540595281993,-12.877115381538493
KDP,2.012241401136996,-0.7507725643085601,-4.466614561512186
KHC,-14.126558034693787,-11.58510250178814,-7.886598096938011
KLAC,21.65632407382747,10.393635488579758,11.359813269641062
KTOS,38.280956716257734,38.38575711407087,8.111313728483887
LBRDK,8.926489846317104,13.481638767191525,3.274697537846912
LBTYA,-29.94830366765253,-17.94983293788025,-13.37899706033153
LBTYK,-30.49391658879237,-19.818329368877848,-14.373898522999024
LCID,12.211974984728027,9.684680693626223,-2.988049719867667
LEGN,-31.71702844634765,-16.73807193357872,-16.59513882059605
LFST,-22.30262784333766,-24.197686280813382,-10.121764756131912
LI,29.07753771497089,-5.743571155029025,18.757691174363732
LIF,45.104818935450766,39.35840844081088,46.82983551986319
LIN,2.406876566817214,-0.38607755432030555,2.310085600447795
LITE,-12.287840267070814,8.751597638348267,29.547763252551434
LKQ,2.2125255414555,-3.6745783790550797,5.608732419575245
LNT,-1.5618400040581368,-3.7640760124041646,0.9010472293761682
LNTH,-17.51868702614569,-20.033040108805476,-28.09564485423132
LNW,-7.425086627922206,-18.24542819770205,6.74631333043277
LRCX,16.115264373499326,11.189136634690174,18.6965306320145
LSCC,-19.989558029357106,-26.227138970326685,-6.008580846867465
LULU,-2.0552755609701925,-12.473669291307035,18.183335623156754
LYFT,-13.638902535654307,15.81708869971727,24.596776488420318
MAR,-8.193272233250031,-5.932239724630809,10.5763406811011
MARA,-43.79295911134014,6.680317272096846,11.068813558524111
MAT,1.4682784012917562,-9.154924532569725,21.774700839455445
MBLY,-10.675677737674198,4.85405697042121,13.340190020589684
MCHP,-15.78869769769148,-0.8098068714587032,26.699963201289282
MDB,-44.319775169761634,-28.92719121648778,10.396706363270498
MDLZ,5.266610374695372,5.590368126793142,-1.1448683557047168
META,14.438882203404777,-3.294771338751358,17.597447240721767
MGNI,-3.2530174886630534,1.8389283434417567,35.07148025408963
MLCO,5.436571900717635,15.10791656893363,24.27184421072943
MNST,15.278285914545926,15.974381150021255,5.422492006235748
MQ,33.20895633037508,28.110053564329384,28.110053564329384
MRNA,-37.9638131490326,-12.516150240919824,-5.098114170918214
MRUS,21.921129977385796,17.519643179586208,21.59965324895121
MRVL,-30.230206014267164,-29.946637542982817,10.073669994369777
MSFT,9.948543391673939,15.754074208705148,16.260707451787752
MSTR,-7.978684215502732,45.34706980823018,-2.3282670613749294
MTCH,-6.3698406403495405,-4.389639135074449,1.6014847738145594
MTSR,,12.489908101667067,15.61592407439403
MU,-6.514574799488976,4.183321688994072,26.60169205006152
NBIS,69.19965653108576,22.32993806899776,74.85701598027569
NBIX,-2.4467001773409565,4.4474382791499805,15.145321932245254
NCNO,-35.94786682946324,-13.669750406583258,16.508619817910695
NDAQ,2.686163231951156,0.8245378376923814,9.152340320054156
NEXT,5.359565631751015,-5.535284498326139,3.8101583781467827
NFLX,37.15788522875086,21.07621956248469,4.904482232325357
NMRK,-29.445811352817053,-25.357804204513286,-0.5676255847791052
NTAP,-20.561534422029627,-0.024225055923799314,10.473539304600452
NTES,48.16960190390623,26.25444944903288,16.207739025387227
NTNX,4.038454242813017,-1.495645122912732,10.247454480720286
NTRA,-2.977677651095103,2.509800675627303,5.674818032890967
NTRS,-1.5829646032421256,-1.9794478818434245,14.061498048367177
NVDA,3.084876053726489,12.236947355510699,28.712356831523323
NWL,-43.248118853691,-16.510902339294738,12.13388908468917
NWSA,-4.0906952610609,-1.2757547531092333,3.7979304845994615
NXPI,-15.067098150324176,-8.291134203226818,6.747926556469359
NXT,38.69554165772007,27.289869067147077,37.97833071630639
ODD,51.540069922092044,52.90845038774612,18.514004018470732
ODFL,-27.72709772722144,-7.932003162981889,5.845515908940229
OKTA,40.307188345715886,18.615318398021028,-4.301894097803719
OLLI,11.165237147641145,8.018544344574142,5.371781090807123
ON,-40.21964098528905,-8.023374649086358,9.005039532081748
ONB,-7.653044217543918,-11.340124537465693,1.626998941185298
OPCH,37.649570981043155,-3.850749001574161,-0.3095087730359121
OS,-13.353846623347357,20.858372401237403,31.588786679362123
OTEX,-5.30057472585016,10.10244959611217,3.837634662506629
OXLC,-4.3101740547417196,-6.341267826464596,-1.9761854282225968
PAA,-2.139121866778754,-16.998874416862236,-3.3079548731088155
PAGP,-3.4010378773801317,-17.059148778673116,-3.888275737875539
PANW,-4.239351072988492,-2.8514377380805476,-1.0324681706529062
PARA,9.089139445049913,6.308573887556684,2.427596703308665
PAYO,-37.34003398532754,-19.82456296899443,-2.4893340755623403
PAYX,9.803462392173639,4.475827832385606,7.706974758463682
PCAR,-16.240528711047865,-11.791970187264067,4.86008790279943
PCVX,-64.51471973996493,-55.436863309391605,-9.207587117775903
PDD,-1.5691744887722352,-12.824348243434116,-6.119161791367676
PEGA,0.7157478462129662,22.25375368631333,4.1920075299669985
PENN,-28.31837441640943,-29.45141780910287,-0.29566409661259524
PEP,-18.156195879312957,-13.781427337972474,-3.2600664620531883
PFF,-4.791319084358065,-3.4551666595613804,0.7665118251672124
PONY,,7.280647781659733,89.65896019495662
PPC,9.127756657506405,0.9416732192562706,-10.86937073572354
PSNY,-10.750005215406212,-1.743124112287273,2.980771082392879
PTCT,13.421717650121732,-11.76257726643314,-2.166937856637646
PTEN,-33.417775198768844,-31.591740277070762,-0.17730057236524002
PTON,-25.574110947564037,-5.312086111849023,3.483312809957135
PYPL,-19.357409722667107,-0.3800200715885226,7.503041792490654
QCOM,-5.591095526022473,-5.096411916348684,-0.06736231913849411
QDEL,-25.777455417115743,-23.605906589619767,9.93162371574837
QFIN,27.658760028345043,7.8155850527934625,3.375584151684938
QQQ,3.1491120242767066,2.662850365551768,9.560011452997301
QRVO,9.708079070341135,5.210480598310765,6.7078315465412235
QXO,-2.1477664356436943,34.10517575678999,28.073454940390352
REG,-0.8072571095772869,-5.168599832802187,-0.19395869916392702
REGN,-19.528405731774637,-13.79217073731453,0.6026677452447335
RELY,3.5087685053246815,-11.500000953674316,5.044512820977213
RGTI,390.54908752441406,59.457444989281306,52.08681038298679
RIOT,-31.341627558245104,-10.773704279767768,14.36740699369969
RIVN,30.21550901296191,27.57600800313166,10.578328777199616
RKLB,15.004159145812206,35.04148553137812,26.984850453019355
RNA,-30.35674814689652,2.578332021097368,-3.7366038704045166
ROIV,-10.072232027276616,4.329610451560359,-3.571428278314997
ROKU,7.66636709756007,-12.04646740587711,7.7295344961539145
ROST,-8.036571301816343,0.22712433363570758,0.8525162292041366
RPRX,24.863087774758206,-2.3986446493340656,0.03989976150239334
RUM,25.71818949821923,-1.3948510589878282,19.041448576971494
RVMD,-32.391304347826086,-4.57781443698994,-3.7270951666804435
RYAAY,29.04739255871047,15.145276063666222,16.757209267625957
SAIL,,-28.583335876464844,-0.11655278520697734
SATS,-18.63989867063816,-36.40729778592427,-11.654799756388812
SBRA,-3.158305161770024,6.035574879673957,-1.3304773882427796
SBUX,-16.048729074703576,-26.574173968413355,6.226663951106088
SFM,13.113258102146036,12.793127622090367,-2.114038300095943
SGRY,-2.0094028457414015,-4.8172751291004925,4.419131114529373
SHY,2.4449223316515125,0.8768553030721868,-0.37533291875207975
SIRI,-14.596538189813687,-6.71721888393102,5.345964518207506
SLM,18.967026072252214,9.332078827013746,13.663095066716297
SMCI,8.5654801577642,0.5788752623409508,30.885122297803093
SMH,1.1811016440455329,5.447434138008229,16.172850419522813
SMMT,38.00416396359558,27.999029086743242,9.796844445207102
SMTC,-33.34580866908535,-6.72950978591247,13.98399658203125
SNDK,,-18.014938957513635,19.62005330834396
SNPS,-17.507607804661426,1.3602172054993307,0.9781900478962611
SNY,12.433708065505652,-0.19883577183304463,-1.0706210271834373
SOFI,-16.082800313412616,-8.949551156849104,5.315746999890072
SOUN,33.12454238773691,-1.2023964901963689,15.0688960403627
SRAD,35.46742415965621,10.64321690004399,3.4617014968931095
SRPT,-66.6288723834887,-64.15925215781432,-38.68590162507322
SRRK,-20.519622025405965,-22.771767702426096,-8.90306994457851
SSNC,5.396914408470474,-9.313067554334088,6.521164556456157
SSRM,103.8194323717449,17.517517918863028,10.338340153209925
STLD,-13.143295013303149,-7.1475319540766,-3.700564955135915
STNE,24.449541790097502,46.6486441122519,-3.5206317529177786
STX,17.249991055300264,15.75726044618451,28.54004581492126
SWKS,-18.49513617869357,5.550230029208755,9.458282418486737
SWTX,18.570709709959043,-19.139537416428837,0.8747356385914555
SYM,-22.12463766994593,28.545807202517903,35.21732770556476
TCOM,0.5015581246428431,14.420704560698832,9.4083727396917
TEAM,-20.827586440747726,-27.305990188340235,-9.491480180750253
TECH,-34.699314845111715,-21.426765498565565,-3.6365944711980283
TEM,-13.96149358923072,-2.1537897435026907,6.386690862592635
TER,-26.502257072982193,-26.039095843755728,9.491247698483352
TGTX,1.9647509193409227,17.281491314622766,-22.456598072802464
TLT,-5.1114669863604565,-5.836062363339986,-3.3732653658586687
TMC,401.10985036522237,164.03507402129873,43.78979986127684
TMUS,-0.09084904183301566,-11.72642653183666,-3.5978921306478604
TPG,-31.5628063994632,-12.351600536887302,4.0836510997345705
TRMB,-1.7957472424888372,-0.47235892112862043,15.288059371276006
TROW,-21.594605027416687,-9.73634849630049,6.2789354793628975
TSCO,-13.503000650367389,-10.975690052549156,-2.6571431664522827
TSLA,6.825368770221535,23.45552551157148,28.189682276929712
TTD,-41.63123584271097,7.366325835688316,40.779411702990224
TTEK,-13.41816098024354,21.874709100723717,14.05971857355709
TTWO,20.201044839142657,6.387960658265815,-3.3425392685565103
TXN,-7.56412625624345,-4.993550829802131,15.356452646701504
TXRH,-2.1887668771858966,7.05053944844435,18.275479239138477
UAL,-18.32077368346657,-15.691292616769346,14.922982691961254
UPST,-41.329224410417694,-30.02099885908106,-2.395398485437473
UPWK,-6.347907227480438,-1.8210928568657605,18.934605788737997
URBN,79.41175971442003,24.746516671289452,37.53315274111807
VIAV,-10.363460447436246,-18.38103979500268,-13.752362327015828
VKTX,-46.070784900901884,-2.882580463584144,-2.882580463584144
VLY,-16.78400793464571,-9.81671112083309,1.8604632594768054
VOD,16.273847745197056,17.593634088929853,6.147534976688722
VRNA,93.97831583039749,10.542294053728778,6.799773330655759
VRNS,-5.867097197358472,9.774253732668296,10.107371617494856
VRTX,-3.4383054934483805,-7.077057980598736,-12.495585582909102
VTRS,-33.000695409017446,-3.0215855433889565,4.985716936272778
WAY,25.387599621388823,-10.697035645962407,4.439068084908987
WB,11.3611956078842,2.4611952799536754,13.395061568504543
WBA,23.509923422903277,4.775273975978838,2.00546315405039
WBD,-5.048073440261013,-13.830715819118442,13.898499574421466
WDAY,-8.978670642498244,-7.4751263888285315,-0.5489800900829082
WDC,0.18252378715269507,7.449418424340591,19.8700411110597
WEN,-38.46846985026947,-27.245899888335686,-11.239997863769531
WIX,-32.576875514209775,-24.94394187533549,-11.179899678340869
WMG,-17.170566099875543,-21.62815380585816,-13.263345622641829
WRD,-41.37931160480155,-46.31579133549391,65.02311888836545
WSC,-29.061202411273733,-16.649612284539504,9.07642795829801
WYNN,-0.6930817972440061,3.6125051370556607,15.236815264311886
XEL,-1.4515543832914373,-2.939132175425807,-1.8387489087375457
XENE,-29.702497546714024,-20.853595692174338,-23.298432848497306
XP,26.8698007288664,36.85512574684833,20.27949883408875
XRAY,-14.374307229857225,0.14841295596434131,18.021590912677325
ZION,-22.224878301150977,-11.846025649479333,5.933753443023475
ZM,-10.782880608500566,7.774767427680687,2.437450821940816
ZS,20.17631508435227,28.866638896079504,11.807490846379407
